,기준_년월_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,엑스좌표_값,와이좌표_값,시군구_코드,행정동_코드,형태정보,longitude,latitude
26,202112,A,골목상권,2110969,베르사이유1아파트,203564,444385,11680,11680650,,127.04030455960988,37.49891981451104
27,202112,A,골목상권,2111002,한국교통안전공단 강남자동차검사소,210597,441133,11680,11680700,,127.11979244528801,37.469565171958735
28,202112,A,골목상권,2110863,난우초등학교,192781,441883,11620,11620765,,126.91838633712744,37.47635528370367
29,202112,A,골목상권,2110751,난곡중학교,191810,442086,11545,11545630,,126.9074065520853,37.47817623854604
30,202112,A,골목상권,2110993,개포지하차도 북측,205157,442012,11680,11680660,,127.05830284990829,37.47753138764699
31,202112,A,골목상권,2110725,가산동주민센터,190317,442049,11545,11545510,,126.89052769717107,37.4778284324838
32,202112,A,골목상권,2110723,가산디지털단지역 1번 출입구,189718,442660,11545,11545510,,126.88374711566482,37.48332711832771
33,202112,A,골목상권,2110938,바우뫼공원,203210,441747,11650,11650651,,127.03628974623736,37.47515252341267
34,202112,A,골목상권,2110999,윗방죽마을공원,209174,441371,11680,11680700,,127.10370931049309,37.471724786298864
35,202112,A,골목상권,2110941,언남고등학교,203704,441599,11650,11650652,,127.04187377814075,37.47381718173077
36,202112,A,골목상권,2110087,이태원엔틱가구거리,199460,447962,11170,11170650,,126.99389062119798,37.531155438823795
37,202112,A,골목상권,2110094,오산중학교,200103,447302,11170,11170700,,127.00116521493806,37.5252089791125
38,202112,A,골목상권,2110262,상봉역 3번,207894,454997,11260,11260590,,127.08938571483165,37.594506855109394
39,202112,A,골목상권,2110279,신내역 2번,209665,456979,11260,11260655,,127.10946531894086,37.61234756002396
40,202112,A,골목상권,2110107,금호사거리,202135,449773,11200,11200620,,127.02415993684879,37.54747023728243
41,202112,A,골목상권,2110576,대흥역 3번,195013,449632,11440,11440600,,126.94356742927634,37.546188815576706
42,202112,A,골목상권,2111010,석촌역 7번,209002,445150,11710,11710600,,127.10181110530536,37.505775509475164
43,202112,A,골목상권,2110098,서울독일학교,200916,448556,11170,11170685,,127.01036405717421,37.536507087716565
44,202112,A,골목상권,2110669,화곡보람2차아파트,187145,450421,11500,11500591,,126.85452001449599,37.55322155566556
45,202112,A,골목상권,2111081,둔촌푸르지오아파트,212933,448427,11740,11740700,,127.14632758947768,37.535254596279884
46,202112,A,골목상권,2110331,돌곶이역 8번,205055,456506,11290,11290810,,127.05724945164818,37.60812276416679
47,202112,A,골목상권,2110786,당산역 8번,191589,448287,11560,11560560,,126.90483710768926,37.53404550884538
48,202112,A,골목상권,2110956,언주역 8번,202759,445039,11680,11680640,,127.03120342994444,37.504815146991504
49,202112,A,골목상권,2111003,삼전역 4번,207258,444942,11710,11710650,,127.08208472762392,37.50391677351397
50,202112,A,골목상권,2110565,홍익대,193645,450375,11440,11440655,,126.92808080750386,37.55287481671905
51,202112,A,골목상권,2110149,세종대학교,206732,450331,11215,11215730,,127.07618527426932,37.55247570213786
52,202112,A,골목상권,2110110,상왕십리역 6번,202480,451599,11200,11200520,,127.02807017165075,37.563921588285666
53,202112,A,골목상권,2110539,미근동,197077,451538,11410,11410565,,126.9669159245093,37.56337068196435
54,202112,A,골목상권,2110505,홍남교남측,193349,452680,11410,11410615,,126.92471009697312,37.573640679055195
55,202112,A,골목상권,2110055,황학동벼룩시장,201637,452263,11140,11140670,,127.0185300595018,37.569906083686504
56,202112,A,골목상권,2110122,마장역 2번,203876,452025,11200,11200540,,127.043873209347,37.56775501630299
57,202112,A,골목상권,2111065,천일초등학교,211856,449198,11740,11740620,,127.13415458633767,37.54221575875317
58,202112,A,골목상권,2110305,보문역 5번,201963,453846,11290,11290600,,127.02222446245891,37.584168186170565
59,202112,A,골목상권,2110499,연가초등학교,192793,453609,11410,11410720,,126.91840700091913,37.58200672502095
60,202112,A,골목상권,2110150,중곡1동 마을마당,206769,451337,11215,11215740,,127.07661327801165,37.56153945701175
61,202112,A,골목상권,2110236,신묵초등학교,206619,456601,11260,11260630,,127.07496308624691,37.60896878176354
62,202112,A,골목상권,2111023,문정역 1번,210877,443156,11710,11710641,,127.1229875320095,37.4877892985682
63,202112,A,골목상권,2110925,서초중학교,200588,443043,11650,11650530,,127.00664850265811,37.48683498611699
64,202112,A,골목상권,2110910,내방역 5번,199070,443198,11650,11650621,,126.98948431539374,37.48823126765227
65,202112,A,골목상권,2110775,대동초등학교,191247,443583,11560,11560710,,126.90102367555734,37.4916591551569
66,202112,A,골목상권,2110854,조원동주민센터,191833,442548,11620,11620725,,126.90766146008556,37.48233909885945
67,202112,A,골목상권,2110853,KT구로지사,191358,442409,11620,11620725,,126.9022926060665,37.48108237906902
68,202112,A,골목상권,2110918,방배역 3번,199432,442537,11650,11650600,,126.99357802713183,37.48227589570919
69,202112,A,골목상권,2110243,중랑노인종합복지관,206884,454298,11260,11260520,,127.07794267714863,37.588217032735585
70,202112,A,골목상권,2110935,한전아트센터,202365,442972,11650,11650520,,127.02674077206842,37.48619243120916
71,202112,A,골목상권,2110585,마포경찰서,195980,450293,11440,11440555,,126.95450631590495,37.55214913697492
72,202112,A,골목상권,2110871,신원동주민센터,193573,442367,11620,11620655,,126.9273359823323,37.48072201101325
73,202112,A,골목상권,2110811,보라매역 4번,192681,444420,11560,11560680,,126.91723058225901,37.49921304630926
74,202112,A,골목상권,2110992,도곡초등학교,204993,444495,11680,11680630,,127.05646557351078,37.4999043020278
75,202112,A,골목상권,2111043,마천공원,212884,444670,11710,11710550,,127.14570735669348,37.501404696885146
76,202112,A,골목상권,2111039,벌말어린이공원,212381,444713,11710,11710570,,127.14001958312669,37.501799007703106
77,202112,A,골목상권,2110771,대림역 11번,191048,443665,11560,11560710,,126.89877244875176,37.492396073405956
78,202112,A,골목상권,2110700,고척초등학교,187406,444674,11530,11530720,,126.85757222499912,37.50144473673073
79,202112,A,골목상권,2110903,방배아이파크아파트,198654,443663,11650,11650590,,126.98477967533759,37.49242044056455
80,202112,A,골목상권,2110709,구로119안전센터,189533,443801,11530,11530530,,126.8816392078659,37.49360551975271
81,202112,A,골목상권,2110986,삼성중앙역 7번,204638,445688,11680,11680590,,127.05245841947762,37.51065514168988
82,202112,A,골목상권,2110949,한남IC,201717,446819,11680,11680510,,127.01942289119167,37.520855545263544
83,202112,A,골목상권,2111026,문정역 2번,211189,442750,11710,11710641,,127.12650917675207,37.484127488869305
84,202112,A,골목상권,2110621,목동역 5번,188310,447297,11470,11470510,,126.86775400172714,37.52508989488255
85,202112,A,골목상권,2110684,서울공연예술고등학교,184995,444292,11530,11530790,,126.83031368861175,37.49796688717008
86,202112,A,골목상권,2110757,양평역 2번,189735,447287,11560,11560610,,126.88387477170808,37.52501674540716
87,202112,A,골목상권,2110878,미림여고,194062,440614,11620,11620745,,126.9328787654401,37.464930582420536
88,202112,A,골목상권,2110866,난우중학교,193108,441045,11620,11620775,,126.92209103620763,37.468807319879204
89,202112,A,골목상권,2110379,KT&G 북부지사,203117,459526,11305,11305590,,127.03531387066326,37.63534118773747
90,202112,A,골목상권,2110882,신성초등학교,194406,441489,11620,11620665,,126.93676058714139,37.472816567517384
91,202112,A,골목상권,2110724,금천구립가산도서관,190299,441543,11545,11545510,,126.89033085849319,37.4732691422267
92,202112,A,골목상권,2110926,신중초등학교,200677,442445,11650,11650530,,127.00765427393891,37.48144689411784
93,202112,A,골목상권,2111016,송파역 2번,210179,444616,11710,11710590,,127.11511536674168,37.50095192611432
94,202112,A,골목상권,2110223,군자초등학교,205570,451612,11230,11230650,,127.06304478472578,37.56402522202651
95,202112,A,골목상권,2110648,양천향교역 7번,185666,451929,11500,11500603,,126.83775277595467,37.56678672607522
96,202112,A,골목상권,2110629,송정역 4번,183078,451149,11500,11500620,,126.80847721175421,37.559715101363885
97,202112,A,골목상권,2110023,서울대병원,200107,453242,11110,11110640,,127.00121133187973,37.578728270381184
98,202112,A,골목상권,2110946,청계산원터골,205030,438243,11650,11650652,,127.05684133163322,37.44357295598442
99,202112,A,골목상권,2110160,광진경찰서,207355,449357,11215,11215850,,127.08322592989921,37.543695223792824
100,202112,A,골목상권,2110923,방배역 1번,199981,442339,11650,11650620,,126.9997851855917,37.48049207227714
101,202112,A,골목상권,2110788,영등포시장역 3번,191703,446987,11560,11560535,,126.90614159052049,37.522333533310785
102,202112,A,골목상권,2111011,잠실나루역,209231,446823,11710,11710690,,127.10442205195552,37.52084702218922
103,202112,A,골목상권,2110950,논현역 7번,202121,446015,11680,11680521,,127.0239906637136,37.51361063787958
104,202112,A,골목상권,2110991,삼성중앙역 5번,204937,445877,11680,11680580,,127.05584154686173,37.51235648881285
105,202112,A,골목상권,2110774,당산반도유보라팰리스아파트,191143,447652,11560,11560560,,126.89979868031905,37.528319984998625
106,202112,A,골목상권,2110796,한림대학교한강성심병원,191953,447141,11560,11560535,,126.90896798407681,37.52372328912576
107,202112,A,골목상권,2110601,신월1동우편취급국,185547,447604,11470,11470560,,126.83649095335954,37.52781682441709
108,202112,A,골목상권,2110687,천왕역 3번(오류2동주민센터 서울오류남초등학교),185655,443225,11530,11530780,,126.83779816198066,37.48836366420521
109,202112,A,골목상권,2110618,강서고등학교,188130,448472,11470,11470540,,126.86569873195882,37.535674335464
110,202112,A,골목상권,2110545,마포구청역 1번,191583,451769,11440,11440730,,126.90472930016604,37.565418179110715
111,202112,A,골목상권,2110460,구산역 4번,192483,457206,11380,11380552,,126.91486046452039,37.61441286105036
112,202112,A,골목상권,2110483,연천초등학교,193551,457833,11380,11380530,,126.92695137953889,37.62007015960221
113,202112,A,골목상권,2110906,서문여고,198795,443413,11650,11650621,,126.98637448697919,37.490168116636895
114,202112,A,골목상권,2110626,양화초등학교,188816,449451,11470,11470520,,126.87344544667364,37.544503675619936
115,202112,A,골목상권,2110745,독산동정훈단지,191530,440701,11545,11545620,,126.90425688654634,37.46569473862942
116,202112,A,골목상권,2110790,대림1동주민센터,191717,444198,11560,11560670,,126.90633136917573,37.497204673555814
117,202112,A,골목상권,2110795,도림초등학교,191924,445495,11560,11560650,,126.90865799858858,37.508892534928336
118,202112,A,골목상권,2110501,연희어린이공원,193048,452090,11410,11410615,,126.9213083466015,37.568322589740305
119,202112,A,골목상권,2110514,서대문우체국,194143,451117,11410,11410585,,126.93371072123558,37.55956351214801
120,202112,A,골목상권,2110838,상도1동주민센터앞,195895,444211,11590,11590530,,126.95357835234518,37.497349818107644
121,202112,A,골목상권,2110488,우리은행응암동지점,193852,455651,11380,11380580,,126.93037916980676,37.60041264984001
122,202112,A,골목상권,2110288,동구여중,200468,454602,11290,11290525,,127.00529903036923,37.5909816644312
123,202112,A,골목상권,2110204,간데메공원,204342,452673,11230,11230600,,127.04915179032503,37.573591385759435
124,202112,A,골목상권,2110340,인수중학교,200752,460520,11305,11305660,,127.00852076383518,37.64430195306462
125,202112,A,골목상권,2110011,청운초등학교,197190,454150,11110,11110515,,126.9681849080413,37.58690500960662
126,202112,A,골목상권,2110189,제기동역 1번,202948,453360,11230,11230545,,127.03337436337304,37.57978673167121
127,202112,A,골목상권,2110231,장안교,206489,453478,11230,11230660,,127.07346311353525,37.580831763058875
128,202112,A,골목상권,2110475,백련산해모로아파트,193139,455341,11380,11380580,,126.92230796672945,37.597614541387856
129,202112,A,골목상권,2110890,봉천역 1번(관악초등학교),195168,442297,11620,11620595,,126.94536959102884,37.480101019065884
130,202112,A,골목상권,2110435,서울과학기술대,206741,458893,11350,11350600,,127.07636590760376,37.62961851972373
131,202112,A,골목상권,2110401,도봉구민회관,203469,461719,11320,11320515,,127.0393122453304,37.655098499119156
132,202112,A,골목상권,2110337,아카데미하우스,200618,460561,11305,11305660,,127.00700247092561,37.64467145639862
133,202112,A,골목상권,2110195,동대문구청,203592,452931,11230,11230536,,127.04066299592847,37.575919181053216
134,202112,A,골목상권,2110388,도봉우체국,202591,461007,11320,11320680,,127.0293598359571,37.648686398035935
135,202112,A,골목상권,2110224,외대앞역 2번,205613,454988,11230,11230720,,127.0635573361124,37.59444250001194
136,202112,A,골목상권,2110246,월드순복음교회,206936,454810,11260,11260590,,127.07853628318216,37.592829718616194
137,202112,A,골목상권,2110423,석계역 2번,205650,457728,11350,11350560,,127.0639974432876,37.61912937845925
138,202112,A,골목상권,2110271,신내역 1번,208657,457316,11260,11260680,,127.09805276296701,37.615393925089435
139,202112,A,골목상권,2110104,신금호역 4번,201776,450278,11200,11200615,,127.02009866826975,37.55202104083577
140,202112,A,골목상권,2110193,고려대역 4번,203339,454428,11230,11230545,,127.03780574690117,37.58940800231942
141,202112,A,골목상권,2110373,수유역 2번,202567,459678,11305,11305590,,127.02908321216363,37.63671238571526
142,202112,A,골목상권,2110960,은광여고,203014,443099,11680,11680655,,127.03407945616239,37.487334822600594
143,202112,A,골목상권,2111055,선사초등학교,211352,450644,11740,11740580,,127.12847403119733,37.55525050791101
144,202112,A,골목상권,2110773,당산역 13번,191094,448556,11560,11560620,,126.89923337498634,37.536464551338774
145,202112,A,골목상권,2110072,열정도,197247,448837,11170,11170560,,126.96885020483049,37.53903524514368
146,202112,A,골목상권,2110121,한양대역 4번,203714,450803,11200,11200550,,127.04203331368896,37.55674550797018
147,202112,A,골목상권,2110990,청담역 12번,204863,446773,11680,11680565,,127.05501047173325,37.5204298702398
148,202112,A,골목상권,2110797,KT대방빌딩,191968,444029,11560,11560680,,126.90917165340028,37.495684190673664
149,202112,A,골목상권,2110100,옥수동우편취급국,200931,449003,11200,11200645,,127.01053434083558,37.540534543680714
150,202112,A,골목상권,2110091,리움미술관,199883,448586,11170,11170685,,126.99867620188306,37.53677783523744
151,202112,A,골목상권,2110805,신길새마을금고신길4동지점,192284,445161,11560,11560660,,126.9127332062102,37.50588626012905
152,202112,A,골목상권,2110663,우장산롯데캐슬아파트앞,186711,450551,11500,11500591,,126.84960609966707,37.55438669519137
153,202112,A,골목상권,2110530,아현역 1번,195902,450888,11410,11410555,,126.95362028061808,37.557509728365346
154,202112,A,골목상권,2110026,종로5가역 4번,200475,452590,11110,11110630,,127.00537698545331,37.57285366978997
155,202112,A,골목상권,2110043,충무초등학교,200098,451223,11140,11140580,,127.00110917436085,37.56053717274533
156,202112,A,골목상권,2110564,홍대입구역 3번,193426,451169,11440,11440660,,126.92559528553542,37.56002719515654
157,202112,A,골목상권,2110948,헌인가구단지,207882,439960,11650,11650660,,127.08908857004951,37.45902344695009
158,202112,A,골목상권,2110238,배꽃어린이공원,206665,456023,11260,11260610,,127.07547879370138,37.603760732868736
159,202112,A,골목상권,2110914,내방역 6번,199218,443346,11650,11650621,,126.99115762197954,37.48956489631155
160,202112,A,골목상권,2110880,신림역 1번,194113,442724,11620,11620645,,126.93343839493573,37.48394220732151
161,202112,A,골목상권,2110779,대림갑을명가아파트,191408,444095,11560,11560700,,126.90283823740734,37.49627381576903
162,202112,A,골목상권,2110791,신풍역 3번,191787,444477,11560,11560670,,126.90711985251255,37.49971910298822
163,202112,A,골목상권,2111037,Sh수협은행 오금동금융센터(아랫말어린이공원),212177,445022,11710,11710570,,127.13771761997012,37.50458581909691
164,202112,A,골목상권,2110705,고산초등학교,188022,444486,11530,11530720,,126.86454171976351,37.49975904398999
165,202112,A,골목상권,2110570,KB국민은행 서강지점,194290,449398,11440,11440630,,126.93538783197883,37.544076285346534
166,202112,A,골목상권,2110921,서울프랑스학교,199692,444227,11650,11650581,,126.99651695563975,37.49750304854344
167,202112,A,골목상권,2110798,신풍역 2번,191970,444354,11560,11560680,,126.90919072424965,37.49861247569858
168,202112,A,골목상권,2110852,이수역 9번,198195,442649,11590,11590620,,126.9795918721424,37.48328343750813
169,202112,A,골목상권,2110343,무너미어린이공원,201065,460561,11305,11305645,,127.01206736486323,37.6446710470518
170,202112,A,골목상권,2110523,홍제성원아파트,195059,453801,11410,11410620,,126.9440598811716,37.5837515763457
171,202112,A,골목상권,2110200,동대문경찰서,203927,453944,11230,11230705,,127.04446076713647,37.585044878440364
172,202112,A,골목상권,2110965,언주역 6번,203347,445201,11680,11680640,,127.03785426242342,37.5062728314113
173,202112,A,골목상권,2110275,하나은행 망우동지점,208781,455407,11260,11260655,,127.09943433757401,37.59819288067087
174,202112,A,골목상권,2110298,솔숲어린이공원,201401,456115,11290,11290620,,127.01586601703472,37.60461271322752
175,202112,A,골목상권,2110347,구세군강북종합사회복지관,201229,458476,11305,11305534,,127.01392212034308,37.62588529672815
176,202112,A,골목상권,2110383,덕성여대시반거리,201227,461303,11320,11320660,,127.01390421020226,37.65135614222482
177,202112,A,골목상권,2110389,한일병원,202602,460535,11320,11320680,,127.02948280110911,37.644433724447346
178,202112,A,골목상권,2110342,국립재활원,201054,459737,11305,11305660,,127.01194153701364,37.637246947137704
179,202112,A,골목상권,2110412,창동중학교,204221,462436,11320,11320690,,127.04783838490313,37.66155538928364
180,202112,A,골목상권,2110320,KB국민은행 종암동지점,203277,455021,11290,11290705,,127.03710640616922,37.59475110674852
181,202112,A,골목상권,2110678,염창무학아파트,189056,450081,11500,11500510,,126.87615181295091,37.55018283463301
182,202112,A,골목상권,2110146,신자초등학교,206420,448020,11215,11215840,,127.07263420598557,37.53165584143816
183,202112,A,골목상권,2110073,삼각지역 3번,197583,447985,11170,11170625,,126.9726547987273,37.53135966132743
184,202112,A,골목상권,2110151,자양한강도서관,206829,447947,11215,11215830,,127.0772608431445,37.5309951744624
185,202112,A,골목상권,2110169,성동초등학교,207823,448110,11215,11215830,,127.08850832460195,37.53245591234164
186,202112,A,골목상권,2111076,둔촌2동주민센터,212634,448257,11740,11740700,,127.14294170589444,37.53372704290136
187,202112,A,골목상권,2111067,강동구립성내도서관,211950,448089,11740,11740660,,127.13520018362644,37.53222247868084
188,202112,A,골목상권,2110154,광진정말공원,206990,448202,11215,11215820,,127.07908476343285,37.533291519678045
189,202112,A,골목상권,2111058,성내중학교,211497,447809,11740,11740640,,127.13007065315344,37.52970543746229
190,202112,A,골목상권,2110783,영등포시장역 1번,191506,447218,11560,11560535,,126.90391039488061,37.52441305427953
191,202112,A,골목상권,2110143,뚝섬유원지역 1번,206074,448229,11215,11215840,,127.0687213826458,37.53354127516038
192,202112,A,골목상권,2110092,NH농협은행 보광동지점,199971,447683,11170,11170700,,126.99967191474084,37.52864180205615
193,202112,A,골목상권,2110144,어린이대공원역 4번,206340,449654,11215,11215710,,127.07174321170393,37.5463787256572
194,202112,A,골목상권,2110059,새남터성지,196101,447377,11170,11170640,,126.95589113196873,37.525876499790996
195,202112,A,골목상권,2110044,관성묘,200305,451264,11140,11140580,,127.00345203928632,37.56090653619365
196,202112,A,골목상권,2110088,오산고등학교,199584,447416,11170,11170690,,126.99529382466527,37.52623603359456
197,202112,A,골목상권,2110770,영등포구청역 6번,191000,447029,11560,11560550,,126.89818851873096,37.52270536636208
198,202112,A,골목상권,2110976,언북초등학교,204029,446915,11680,11680565,,127.04557700798111,37.52171331120836
199,202112,A,골목상권,2110155,광진구청,207008,448838,11215,11215820,,127.0792944823279,37.5390217414153
200,202112,A,골목상권,2110267,망우역 2번,208095,455764,11260,11260580,,127.09167016274854,37.60141570272432
201,202112,A,골목상권,2110600,신월7동주민센터,185364,447026,11470,11470611,,126.83443216325018,37.52260616868013
202,202112,A,골목상권,2110985,청담근린공원,204619,447061,11680,11680565,,127.0522521435632,37.523026010525676
203,202112,A,골목상권,2110756,문래중학교,189709,446964,11560,11560610,,126.88358516319497,37.522106223716655
204,202112,A,골목상권,2110129,성원어린이공원,204439,450045,11200,11200660,,127.0502339374482,37.54991273983271
205,202112,A,골목상권,2110234,중랑역 4번,206542,454925,11260,11260610,,127.07407605427545,37.593868742492866
206,202112,A,골목상권,2110045,동대문역사문화공원역 5번,200437,451435,11140,11140580,,127.00494613846486,37.56244718739774
207,202112,A,골목상권,2110398,쌍문2동우체국,203267,461686,11320,11320670,,127.03702294463871,37.65480191563858
208,202112,A,골목상권,2110704,고척중학교,187946,444437,11530,11530720,,126.86368304640926,37.499316563552775
209,202112,A,골목상권,2110981,국악고교사거리,204328,441787,11680,11680690,,127.04892921001091,37.47550836944001
210,202112,A,골목상권,2110381,번동주공2단지,203892,458742,11305,11305606,,127.04409001267133,37.628274505221505
211,202112,A,골목상권,2110977,논현로18길,204149,441990,11680,11680690,,127.04690671040551,37.477338239228565
212,202112,A,골목상권,2111082,중앙보훈병원,213032,448217,11740,11740700,,127.14744397477708,37.53336110750202
213,202112,A,골목상권,2110628,신목동역,189375,449531,11470,11470520,,126.87976974053055,37.54523108320614
214,202112,A,골목상권,2110126,서울숲역 1번,204125,449553,11200,11200650,,127.04667779371327,37.5454812853015
215,202112,A,골목상권,2110556,절두산순교성지,192340,449460,11440,11440680,,126.91332175397933,37.54462076922717
216,202112,A,골목상권,2110180,광진정보도서관,209589,449994,11215,11215810,,127.1085131692291,37.54941405489708
217,202112,A,골목상권,2110577,용강동주민센터,195045,449330,11440,11440590,,126.94393157695451,37.54346797158812
218,202112,A,골목상권,2110653,화곡역 2번,185955,449424,11500,11500615,,126.84107190809905,37.54422127258068
219,202112,A,골목상권,2110148,어린이대공원역 3번,206706,449548,11215,11215710,,127.07588388317875,37.545421078477936
220,202112,A,골목상권,2110581,염리초등학교,195301,449318,11440,11440610,,126.9468284267959,37.54336119158906
221,202112,A,골목상권,2110139,자양4동주민센터,205654,448411,11215,11215847,,127.06397089598504,37.535183765289105
222,202112,A,골목상권,2111071,천동초등학교,212291,448965,11740,11740685,,127.13907284369844,37.54011074085394
223,202112,A,골목상권,2110102,옥수역 6번,201374,449297,11200,11200645,,127.0155474718292,37.543182929228465
224,202112,A,골목상권,2110908,구반포역,198862,444725,11650,11650550,,126.98713005966114,37.50198940952065
225,202112,A,골목상권,2111041,거여역 8번,212495,443853,11710,11710531,,127.1412942316068,37.49404884074135
226,202112,A,골목상권,2110777,구로세무서,191301,446061,11560,11560605,,126.90160499518959,37.51398655323741
227,202112,A,골목상권,2110764,문래역 3번,190692,446833,11560,11560550,,126.89470679059968,37.5209363490319
228,202112,A,골목상권,2110959,신구중학교,202862,447325,11680,11680545,,127.03237722460005,37.525411777447985
229,202112,A,골목상권,2110962,도산공원북측,203102,447355,11680,11680545,,127.03509242201088,37.52568130254807
230,202112,A,골목상권,2110070,용산세무서,197188,447141,11170,11170625,,126.96818911909422,37.52375408705928
231,202112,A,골목상권,2110604,신월4동주민센터,185846,447115,11470,11470590,,126.83988299172223,37.523415575570034
232,202112,A,골목상권,2110602,신월시영아파트중문,185637,446639,11470,11470611,,126.8375279894791,37.519123590245535
233,202112,A,골목상권,2110643,강서구다솔마을,184069,450602,11500,11500620,,126.81970514827387,37.554804331586574
234,202112,A,골목상권,2110598,신월문화체육센터,185258,446833,11470,11470611,,126.83323692708419,37.520865553619615
235,202112,A,골목상권,2110729,가산동우체국,190541,442035,11545,11545510,,126.8930603313531,37.47770461054916
236,202112,A,골목상권,2110761,문래동남성맨션,190498,445810,11560,11560605,,126.89252546226317,37.5117171213696
237,202112,A,골목상권,2110784,신대림초등학교,191506,443621,11560,11560700,,126.90395192839249,37.49200395476264
238,202112,A,골목상권,2110818,신대방역 3번,192075,443033,11590,11590670,,126.91039236231863,37.48671109134753
239,202112,A,골목상권,2110553,가좌역 2번,192121,452065,11440,11440730,,126.91081565105381,37.56808988072431
240,202112,A,골목상권,2111045,개미어린이공원,213329,443565,11710,11710647,,127.1507199117793,37.4914422931318
241,202112,A,골목상권,2110461,새절역 2번,192512,454580,11380,11380600,,126.91521578132328,37.59075311478741
242,202112,A,골목상권,2110476,역촌역 2번,193184,456531,11380,11380570,,126.92280645575872,37.60833665139187
243,202112,A,골목상권,2110842,흑리단길,196916,445306,11590,11590605,,126.96511980271379,37.50721980233469
244,202112,A,골목상권,2110287,정릉3동주민센터,200319,456642,11290,11290640,,127.00361283458892,37.60936194043232
245,202112,A,골목상권,2110312,안암역 2번,202602,454316,11290,11290600,,127.02946068560158,37.5884012685724
246,202112,A,골목상권,2110494,증산3교남측,191700,453276,11410,11410710,,126.90603654580379,37.57899721790509
247,202112,A,골목상권,2110504,명지전문대,193298,454052,11410,11410685,,126.92412022880195,37.586001935107646
248,202112,A,골목상권,2110184,용두사거리,202573,453009,11230,11230536,,127.02912774991186,37.57662536649483
249,202112,A,골목상권,2110183,한국의류시험연구원,202500,453147,11230,11230536,,127.02830182116641,37.577868939504924
250,202112,A,골목상권,2110244,중화역 4번,206913,455991,11260,11260610,,127.0782870024537,37.603470586677474
251,202112,A,골목상권,2110434,태릉입구역 4번,206737,457929,11350,11350595,,127.0763117135635,37.62093304248186
252,202112,A,골목상권,2110386,연산군묘,202085,462372,11320,11320710,,127.02363001020672,37.66098609481919
253,202112,A,골목상권,2110248,먹골파출소,207106,457307,11260,11260620,,127.08048542562017,37.61532612526742
